34
ALA  112
ARG  261
ARGN 261
ASN  172
ASP  173
ASPH 173
CYS  141
CYS2 141
CYSH 141
GLN  207
GLU  206
GLUH 206
GLY  86
HIS  195
HIS1 195
HISA 195
HISB 195
HISH 195
ILE  184
LEU  186
LYS  221
LYSH 221
MET  186
PHE  216
PRO  135
SER  130
THR  155
TRP  258
TYR  237
VAL  156
ASN1 172
PHEH 216
TRPH 258
TYRH 237
