; NOTE: longest names match
; General atoms
; '???' or '*' matches any residue name
???   H    216.02
???   Li   157.695
???   Be   319.992
???   B    569.861
???   C    711.196
???   N    470.826
???   O    246.814
???   F    77.2785
???   Na   107.487
???   Mg   145.896
???   Al   327.314
???   Si   446.014
???   P    315.557
???   S    274.721
???   Cl   119.621
???   Br   117.917 
